Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0275,5,188.3,Wheat,25.9,41,40,225.4,0.58,33.4,57.6,8.66,2024
R0120,12,138.9,Rice,7.6,94,183,461.0,0.08,25.5,287.1,25.49,2018
R0164,7,107.0,Maize,37.8,49,34,191.5,0.6,11.3,186.0,0.28,2018
R0286,1,125.3,Rice,19.8,59,165,176.4,0.85,6.2,195.4,14.24,2018
R0265,11,140.8,Maize,34.4,0,80,307.6,0.05,9.4,141.5,9.26,2018
R0161,5,134.0,Barley,17.6,50,194,369.0,0.8,34.0,115.8,12.99,2022
R0089,2,123.0,Rice,30.7,15,33,117.7,0.39,18.9,79.5,12.12,2018
R0142,4,125.7,Wheat,39.7,38,75,188.4,0.16,30.6,189.1,23.29,2022
R0203,7,76.5,Rice,46.8,14,69,282.3,0.18,19.0,287.3,13.41,2022
R0227,5,171.9,Wheat,16.8,32,10,232.4,0.92,24.8,120.7,-2.28,2024
R0222,12,131.3,Maize,20.1,86,111,385.0,0.11,5.7,267.3,18.63,2018
R0041,6,69.7,Barley,25.9,52,26,304.5,0.87,12.5,61.7,7.27,2020
R0196,2,164.9,Barley,46.7,97,47,164.1,0.54,18.1,282.1,19.08,2021
R0068,3,189.9,Wheat,45.6,16,23,457.8,0.04,23.9,118.1,17.79,2019
R0264,7,192.1,Maize,9.0,88,17,217.2,0.46,10.1,126.3,12.63,2022
R0002,11,105.4,Barley,10.9,5,26,392.5,0.82,27.9,149.6,-3.1,2023
R0125,2,70.3,Maize,27.3,30,53,412.0,0.73,15.9,221.1,12.28,2023
R0110,12,127.8,Wheat,9.8,68,54,485.3,0.49,29.5,221.5,10.56,2021
R0086,6,66.9,Wheat,20.6,39,119,299.4,0.86,7.9,154.3,2.4,2023
R0120,5,190.1,Rice,11.7,29,20,346.3,0.12,25.4,166.5,17.88,2020
R0127,10,77.5,Barley,33.6,68,186,234.0,0.91,13.8,28.4,7.8,2023
R0255,1,87.9,Barley,47.7,75,114,371.3,0.85,28.9,105.2,-5.89,2019
R0183,12,111.0,Rice,49.9,6,161,285.4,0.71,17.1,116.9,13.99,2019
R0016,11,107.5,Wheat,21.9,12,119,275.1,0.82,25.0,176.4,10.93,2022
R0062,10,169.2,Wheat,32.0,3,57,442.2,0.54,33.0,176.3,7.46,2018
R0158,11,118.4,Wheat,43.5,49,175,120.1,0.68,5.6,218.8,10.43,2024
R0268,4,75.6,Wheat,10.3,2,53,452.8,0.56,5.3,220.8,1.5,2020
R0035,11,90.1,Maize,36.0,11,145,440.8,0.36,28.1,85.9,10.21,2022
R0267,2,126.4,Barley,23.4,64,2,302.5,0.57,24.4,235.7,5.36,2020
R0064,4,72.1,Barley,14.3,26,151,296.1,0.26,13.8,25.5,20.02,2018
R0050,1,141.7,Wheat,23.1,49,128,244.7,0.44,19.8,220.5,9.27,2023
R0255,2,134.9,Wheat,8.4,76,5,497.7,0.28,6.3,48.6,13.34,2023
R0149,8,157.2,Wheat,36.3,16,18,144.5,0.12,10.8,224.3,14.35,2024
R0276,6,190.7,Barley,16.4,71,85,336.1,0.32,17.7,167.6,18.03,2018
R0172,2,186.8,Barley,19.0,31,114,372.7,0.85,30.0,142.4,13.91,2022
R0201,12,191.9,Wheat,10.4,83,170,473.7,0.38,19.4,213.4,23.31,2024
R0035,6,86.7,Maize,43.9,50,122,412.1,0.75,22.6,30.2,12.02,2018
R0216,10,69.7,Rice,27.2,16,135,357.5,0.18,31.2,82.6,14.58,2021
R0065,9,95.3,Rice,30.7,33,196,146.7,0.42,14.3,192.6,19.23,2019
R0008,7,184.3,Rice,30.6,34,179,249.5,0.11,26.0,257.2,17.31,2024
R0076,9,195.8,Barley,23.5,98,72,155.5,0.14,30.9,126.7,12.88,2024
R0174,5,178.9,Barley,13.7,23,46,452.5,0.62,11.1,92.5,9.74,2022
R0047,7,66.5,Rice,38.5,53,84,399.8,0.61,15.7,165.2,15.25,2020
R0015,11,192.1,Rice,10.7,17,27,403.0,0.21,34.4,194.2,10.18,2021
R0147,7,113.5,Maize,9.7,49,45,360.9,0.47,34.5,137.6,5.68,2022
R0026,12,51.4,Barley,37.0,45,131,302.8,0.86,11.7,265.5,1.36,2018
R0093,12,116.4,Barley,14.4,47,119,160.0,0.17,7.0,166.6,14.91,2018
R0232,3,56.9,Rice,18.8,32,135,231.9,0.02,13.1,30.0,7.46,2018
R0021,7,131.6,Maize,26.4,86,115,154.8,0.65,16.9,82.5,9.39,2018
R0038,1,100.8,Maize,25.2,88,60,390.0,0.05,18.2,146.2,18.29,2020
R0276,9,121.0,Rice,36.9,26,16,164.1,0.98,23.6,215.4,0.66,2021
R0157,10,142.0,Rice,33.1,0,33,380.8,0.61,32.0,81.5,4.71,2023
R0179,6,180.3,Barley,34.0,84,19,376.9,0.47,14.9,293.4,12.31,2019
R0132,5,149.3,Rice,37.1,58,161,283.7,0.43,30.5,109.2,14.84,2020
R0028,7,115.1,Wheat,18.2,9,42,154.1,0.57,7.8,169.1,-3.41,2020
R0260,5,172.9,Maize,19.5,94,9,225.9,0.09,6.3,25.3,11.67,2023
R0076,10,185.8,Rice,24.7,24,93,228.0,0.93,20.1,267.8,3.84,2023
R0067,5,68.0,Wheat,18.8,83,157,380.2,0.63,6.8,240.9,8.94,2019
R0194,11,129.8,Maize,49.3,56,114,145.5,0.18,16.8,74.7,15.39,2019
R0162,10,92.7,Wheat,41.6,65,152,431.6,0.56,31.9,281.3,9.36,2023
R0257,11,57.1,Wheat,12.4,14,126,404.4,0.13,12.2,108.4,11.11,2018
R0072,7,150.3,Rice,5.3,27,184,174.5,0.02,26.2,213.8,18.01,2020
R0087,10,179.4,Maize,6.9,12,109,387.7,0.63,14.1,249.3,3.0,2022
R0262,7,74.4,Wheat,16.0,13,190,367.4,0.65,6.3,227.5,11.72,2019
R0214,11,171.9,Barley,10.1,65,106,399.2,0.58,21.7,276.9,5.98,2019
R0153,3,178.0,Maize,29.0,33,104,175.6,0.18,30.0,262.0,8.76,2023
R0210,3,187.2,Barley,43.6,98,70,163.0,0.6,17.3,298.5,17.35,2021
R0061,10,89.8,Rice,38.2,24,174,194.6,0.06,23.5,71.1,19.84,2022
R0268,12,185.6,Barley,14.7,53,83,246.3,0.61,32.0,105.3,16.19,2022
R0262,3,98.1,Maize,23.0,78,2,417.5,0.55,28.7,198.1,16.36,2019
R0218,6,132.9,Wheat,27.9,11,45,395.2,0.66,10.8,225.3,1.65,2018
R0283,12,57.6,Wheat,41.5,8,163,470.2,0.9,27.0,169.7,3.55,2021
R0136,6,56.6,Maize,42.8,30,25,123.5,0.85,20.1,40.7,0.44,2022
R0093,3,158.1,Wheat,45.9,77,137,104.6,0.98,27.4,255.6,11.71,2019
R0109,3,116.7,Barley,27.9,92,161,379.7,0.98,19.8,289.0,14.76,2022
R0241,8,88.4,Wheat,36.2,52,7,211.7,0.77,8.8,133.5,2.48,2024
R0142,8,78.6,Wheat,10.0,42,54,233.6,0.96,22.1,82.9,10.74,2021
R0291,7,150.5,Barley,30.4,37,90,318.7,0.87,19.8,25.4,0.29,2021
R0237,10,50.1,Barley,16.2,41,137,141.0,0.73,20.5,86.4,13.52,2024
R0177,4,170.9,Barley,24.4,71,184,357.1,0.08,31.4,216.0,18.62,2020
R0141,4,61.9,Rice,33.5,47,113,230.1,0.05,31.8,275.2,11.12,2024
R0189,3,78.7,Barley,16.6,66,78,353.1,0.84,18.6,46.2,10.23,2023
R0049,5,107.9,Barley,7.3,65,100,433.6,0.49,18.7,174.9,8.61,2023
R0190,3,122.7,Rice,5.5,15,85,168.4,0.81,20.5,214.7,3.49,2019
R0136,8,103.2,Wheat,6.0,82,44,472.3,0.31,20.6,97.4,9.03,2021
R0043,7,98.1,Barley,5.4,93,49,312.3,0.4,33.5,179.6,22.28,2020
R0090,3,194.6,Maize,10.0,15,63,469.2,0.7,24.5,220.3,0.79,2020
R0295,9,146.2,Barley,15.8,30,94,183.1,0.92,13.3,254.6,8.45,2022
R0245,12,53.5,Barley,15.0,57,1,341.8,0.09,20.9,146.7,9.06,2022
R0192,5,114.5,Rice,49.4,27,172,261.6,0.86,23.8,229.4,13.03,2024
R0106,9,181.3,Maize,18.8,3,94,409.7,0.79,24.2,104.5,0.88,2020
R0233,7,95.2,Wheat,10.7,9,61,342.4,0.32,22.6,79.7,5.52,2024
R0265,7,64.2,Wheat,29.6,50,141,297.8,0.36,10.3,72.4,16.55,2024
R0037,6,163.8,Maize,43.6,17,73,465.2,0.05,6.0,120.5,10.45,2022
R0041,2,140.9,Barley,35.5,46,99,250.8,0.02,15.1,30.0,21.95,2021
R0017,9,135.5,Rice,18.3,31,110,188.0,0.48,17.8,99.2,17.33,2024
R0277,6,58.0,Maize,30.3,29,103,343.2,0.1,6.9,202.6,16.16,2018
R0059,8,71.1,Maize,37.2,35,14,349.6,0.19,29.4,201.4,9.33,2021
R0183,1,143.4,Wheat,37.8,8,13,275.6,0.85,15.3,40.6,-13.02,2020
R0041,5,81.2,Rice,35.0,35,158,294.6,0.57,32.4,100.5,14.8,2020
R0039,12,125.6,Maize,44.2,28,156,483.8,0.63,9.6,179.5,9.06,2024
R0192,1,131.7,Rice,44.2,15,26,393.1,0.19,6.7,109.2,8.1,2021
R0267,10,92.5,Barley,31.1,91,84,144.2,0.83,19.5,137.0,5.07,2022
R0147,11,192.3,Wheat,24.3,20,8,184.9,0.87,10.7,219.6,6.95,2022
R0127,8,176.4,Barley,33.9,63,19,490.2,0.52,33.1,22.6,2.48,2023
R0046,8,158.4,Rice,41.8,65,185,390.6,0.91,5.3,97.4,14.84,2020
R0045,1,61.7,Barley,5.3,58,78,466.0,0.84,17.4,59.9,8.64,2019
R0001,9,65.9,Wheat,49.6,98,176,221.5,0.73,32.8,55.7,17.42,2023
R0168,2,123.9,Rice,13.2,27,56,396.7,0.73,16.5,288.5,10.0,2022
R0108,12,74.1,Maize,26.2,54,143,385.6,0.11,7.8,125.4,14.19,2021
R0019,9,196.7,Barley,44.2,99,99,217.9,0.27,14.1,167.6,24.41,2022
R0072,1,73.8,Wheat,15.1,30,74,320.3,0.07,19.9,225.5,4.94,2021
R0109,12,123.1,Maize,26.5,32,135,351.0,0.01,10.6,33.3,22.3,2023
R0268,10,104.6,Wheat,11.0,86,66,292.5,0.16,19.0,87.5,20.44,2020
R0240,9,145.9,Rice,22.8,59,18,430.9,0.88,30.1,253.0,6.13,2022
R0090,4,69.4,Rice,13.0,40,104,433.1,0.24,31.2,261.4,10.48,2024
R0103,9,114.5,Barley,21.4,80,194,440.2,0.97,6.5,124.4,5.64,2021
R0250,7,91.2,Wheat,21.8,45,163,421.4,0.6,9.8,125.0,10.24,2020
R0008,11,183.2,Wheat,49.7,48,187,295.2,0.24,13.3,231.9,26.68,2019
R0153,6,56.1,Wheat,49.8,64,163,252.6,0.5,22.8,102.6,17.55,2021
R0174,5,187.1,Rice,10.2,41,10,432.6,0.22,15.8,52.8,2.56,2023
R0158,11,174.9,Barley,37.7,22,50,296.1,0.98,30.3,92.1,-1.28,2019
R0215,9,94.6,Wheat,7.3,26,125,198.5,0.85,26.5,128.5,14.3,2019
R0177,2,168.4,Wheat,6.4,88,79,302.9,0.03,8.0,34.6,21.63,2018
R0175,11,54.7,Maize,9.7,31,182,156.7,0.95,23.7,154.0,4.71,2022
R0146,12,195.0,Wheat,48.4,82,53,376.7,0.72,8.4,227.2,3.97,2021
R0161,2,129.0,Barley,47.3,87,16,234.4,0.08,12.7,163.8,13.1,2019
R0127,11,95.5,Maize,13.7,2,189,204.3,0.67,10.3,40.1,0.92,2018
R0082,12,104.4,Maize,12.3,59,169,482.6,0.65,10.2,143.2,11.69,2023
R0147,9,60.0,Maize,15.8,75,23,410.8,0.22,23.5,218.5,24.29,2020
R0239,12,198.4,Rice,28.2,98,144,414.8,0.76,21.9,36.3,9.08,2024
R0084,3,55.9,Maize,30.6,78,47,349.5,0.09,10.3,36.8,14.42,2024
R0113,8,148.2,Wheat,15.0,16,83,435.7,0.49,34.7,123.8,13.98,2021
R0225,11,116.4,Rice,39.0,31,197,403.7,0.01,17.7,74.6,24.89,2019
R0243,9,192.3,Rice,18.9,6,6,339.5,0.97,7.9,281.7,-1.54,2024
R0143,8,86.9,Rice,46.5,82,141,484.4,0.75,8.6,182.8,12.53,2022
R0041,4,129.8,Rice,34.6,70,10,176.6,0.16,22.5,100.5,6.96,2024
R0258,12,122.4,Rice,24.6,68,11,477.4,0.34,34.4,217.3,9.59,2024
R0285,1,155.4,Rice,40.5,57,109,260.6,0.16,22.2,125.0,18.86,2024
R0105,4,60.2,Rice,41.8,39,132,311.4,0.77,33.5,57.0,15.24,2018
R0202,9,79.1,Maize,18.1,84,132,149.1,0.06,18.3,86.4,15.61,2019
R0266,2,82.2,Barley,20.3,47,127,316.0,0.84,18.1,200.0,7.96,2022
R0210,3,160.7,Wheat,47.1,50,147,344.5,0.94,20.0,34.5,6.9,2019
R0051,10,78.4,Wheat,12.4,56,53,499.1,0.68,25.9,96.4,6.37,2021
R0118,8,136.0,Maize,6.9,70,54,490.1,0.21,16.0,78.3,18.5,2021
R0201,6,82.3,Maize,25.4,36,185,486.6,0.36,30.9,76.3,18.52,2021
R0039,8,179.2,Rice,41.1,86,78,239.4,0.48,5.9,211.2,11.23,2023
R0028,7,191.3,Barley,39.7,74,89,496.5,0.6,18.2,251.2,14.42,2024
R0259,5,127.8,Rice,46.4,73,96,282.2,0.67,20.3,220.4,10.74,2023
R0084,9,102.8,Maize,29.0,84,126,440.7,0.55,23.2,200.8,20.4,2018
R0155,4,85.1,Rice,9.5,54,29,186.5,0.35,13.3,276.6,8.13,2021
R0117,6,57.5,Wheat,31.5,40,23,302.3,0.89,17.8,36.3,-4.77,2022
R0002,2,90.3,Wheat,40.0,96,130,486.4,0.08,19.5,66.9,22.5,2019
R0093,2,148.1,Rice,9.2,19,121,478.8,0.47,25.6,136.0,11.7,2024
R0166,2,130.0,Barley,12.8,32,99,373.5,0.78,28.2,124.3,7.61,2020
R0296,10,191.6,Rice,5.6,39,175,419.1,0.06,27.1,137.1,17.64,2022
R0258,7,109.4,Rice,31.7,98,70,170.6,0.71,15.2,77.8,12.22,2024
R0081,2,154.1,Barley,44.9,33,149,388.7,0.82,35.0,61.9,5.46,2023
R0268,12,123.4,Barley,35.2,61,13,347.2,0.66,30.5,162.6,5.6,2023
R0235,2,126.9,Barley,49.2,99,47,136.6,0.01,12.8,279.9,14.29,2022
R0213,9,90.2,Wheat,7.8,90,28,145.3,0.18,10.9,129.8,18.11,2023
R0062,7,118.2,Rice,45.6,18,49,143.4,0.34,14.4,32.1,4.36,2021
R0049,11,120.6,Maize,41.6,42,137,389.7,0.23,18.6,217.7,17.36,2018
R0127,3,156.0,Barley,19.1,68,198,156.7,0.96,30.5,101.5,18.1,2019
R0223,3,191.1,Barley,48.8,62,26,287.1,0.65,28.4,88.6,15.76,2018
R0279,7,99.4,Rice,18.0,92,78,242.8,0.3,30.5,110.8,21.68,2024
R0294,5,56.3,Maize,45.0,9,95,320.2,0.93,13.2,222.7,6.77,2019
R0284,10,124.4,Rice,44.6,12,155,382.6,0.74,22.8,249.3,10.76,2019
R0277,6,131.7,Rice,39.1,92,136,373.9,0.28,13.5,184.7,15.94,2018
R0107,12,75.3,Barley,30.4,4,70,306.2,0.38,8.3,110.3,1.15,2022
R0146,8,164.1,Barley,10.4,57,79,285.7,0.2,25.5,106.9,10.37,2019
R0099,9,197.7,Wheat,28.9,58,153,259.1,0.97,9.3,54.8,17.66,2018
R0073,1,191.9,Maize,21.1,75,80,444.8,0.52,25.0,281.3,14.27,2019
R0122,3,79.6,Maize,40.6,58,86,232.3,0.9,24.4,198.7,14.12,2020
R0030,11,181.3,Barley,39.1,76,7,203.7,0.35,29.3,27.6,18.44,2022
R0188,7,155.7,Barley,46.0,85,1,397.3,0.86,9.2,205.5,4.06,2021
R0288,6,118.1,Barley,5.7,14,184,243.9,0.05,28.5,145.2,15.48,2019
R0195,7,131.1,Maize,41.4,76,179,438.8,0.98,35.0,292.3,12.66,2020
R0156,8,177.4,Wheat,47.2,0,185,231.2,0.91,30.5,249.3,9.52,2021
R0172,6,122.0,Maize,40.5,37,122,380.8,0.36,27.6,68.0,11.29,2021
R0041,3,106.0,Barley,10.9,52,120,118.0,0.77,24.9,221.6,18.24,2024
R0063,2,124.0,Barley,8.7,51,95,254.2,0.75,17.7,156.0,9.85,2019
R0023,12,136.9,Wheat,5.9,0,92,237.3,0.9,26.9,72.4,3.66,2018
R0075,7,78.4,Rice,33.3,10,2,426.7,0.31,26.7,215.6,0.62,2019
R0048,12,185.1,Rice,33.3,57,135,486.8,0.47,23.9,173.3,19.2,2020
R0160,12,151.1,Maize,49.4,39,186,284.4,0.86,28.9,28.5,9.17,2021
R0118,12,145.0,Rice,22.9,85,1,429.9,0.78,18.5,201.0,9.11,2019
R0100,11,64.9,Rice,19.9,98,189,379.9,0.39,8.6,197.8,23.31,2018
R0167,1,140.6,Maize,33.1,59,114,487.0,0.85,21.8,60.3,6.46,2024
R0290,3,68.1,Barley,42.2,43,48,424.4,0.05,13.0,117.7,15.37,2019
R0156,12,61.8,Rice,47.2,5,100,131.0,0.78,16.5,184.1,8.27,2022
R0007,11,129.1,Barley,41.1,27,147,385.3,0.21,5.5,58.9,15.92,2024
R0196,4,110.4,Maize,24.2,30,28,314.2,0.29,16.5,258.8,8.29,2018
R0056,1,138.3,Barley,33.6,7,144,106.6,0.49,29.3,27.7,12.15,2020
R0193,5,63.4,Barley,43.5,4,73,200.5,0.45,21.3,48.8,7.44,2021
R0047,10,114.6,Maize,27.1,53,104,468.7,0.52,5.3,52.5,11.82,2019
R0148,3,76.2,Barley,14.8,16,149,470.4,0.54,19.1,167.9,2.88,2018
R0275,2,198.1,Rice,12.6,37,5,419.5,0.33,13.7,193.6,7.82,2024
R0157,3,134.2,Rice,5.0,8,61,492.7,0.18,19.3,133.0,10.38,2022
R0202,8,153.1,Rice,37.3,73,30,422.6,0.77,17.1,100.8,8.68,2018
R0126,6,98.8,Rice,10.0,83,189,104.1,0.4,33.0,246.6,24.79,2023
R0294,7,64.2,Barley,16.0,77,118,215.1,0.51,6.2,39.1,17.64,2022
R0064,12,196.4,Rice,18.4,13,11,112.2,0.64,25.5,98.5,1.31,2024
R0176,6,92.9,Barley,30.2,25,11,137.6,0.91,30.5,31.0,3.2,2020
R0116,6,113.6,Wheat,22.9,92,190,187.5,0.71,33.8,23.9,18.44,2021
R0204,12,147.5,Barley,35.4,61,143,301.4,0.05,10.3,118.9,20.51,2024
R0031,3,53.7,Rice,7.5,90,24,439.0,0.84,20.9,74.6,4.96,2020
R0113,12,171.5,Wheat,10.6,24,149,444.8,0.99,6.3,95.1,8.11,2019
R0067,8,130.5,Maize,27.5,79,90,346.5,0.47,20.0,249.9,15.85,2018
R0075,12,91.7,Barley,20.2,35,87,471.3,0.97,8.8,65.6,7.84,2023
R0045,7,59.2,Rice,18.3,97,75,300.0,0.55,30.1,238.5,14.8,2022
R0260,7,74.4,Rice,8.0,79,17,455.6,0.46,8.4,209.0,4.75,2022
R0154,6,184.3,Rice,45.3,32,44,281.6,0.33,20.4,111.4,9.04,2018
R0155,5,152.9,Maize,36.1,2,110,210.9,0.66,20.6,173.0,11.52,2023
R0234,10,87.5,Wheat,10.5,86,79,466.6,0.23,34.1,144.4,8.2,2018
R0051,8,59.8,Wheat,7.9,10,67,255.2,0.1,24.6,56.0,1.0,2019
R0262,5,153.6,Rice,48.9,57,139,301.4,0.03,13.6,274.0,20.96,2020
R0125,9,135.9,Barley,35.7,63,176,231.5,0.29,12.2,179.5,24.66,2024
R0245,9,110.7,Rice,23.8,17,160,365.1,0.4,8.8,266.5,18.91,2022
R0030,1,104.5,Rice,36.6,46,190,498.0,0.55,27.7,250.7,13.7,2019
R0122,6,82.5,Barley,39.0,43,17,110.2,0.29,25.7,42.3,14.2,2020
R0125,7,150.4,Rice,40.1,92,53,459.9,0.98,23.3,78.0,8.3,2019
R0037,3,195.6,Maize,26.5,58,111,101.6,0.29,6.2,60.7,9.06,2023
R0170,7,76.4,Rice,24.3,49,96,245.7,0.44,27.9,252.6,11.62,2022
R0124,11,139.6,Maize,5.5,68,26,167.4,0.1,24.3,261.5,9.24,2024
R0035,11,113.6,Rice,46.7,87,77,402.9,0.26,33.9,167.8,22.63,2018
R0087,7,117.0,Wheat,32.1,28,152,120.2,0.05,22.6,49.2,15.24,2018
R0134,11,88.1,Barley,14.1,92,161,321.4,0.56,14.1,58.0,11.14,2020
R0196,2,173.8,Wheat,46.4,89,87,218.0,0.75,16.4,247.8,8.82,2024
R0274,7,122.8,Rice,46.2,66,187,153.5,0.2,10.3,280.2,21.23,2021
R0201,1,131.5,Rice,49.5,1,53,408.7,0.37,26.7,75.9,-4.7,2023
R0285,5,95.7,Maize,44.3,24,86,187.0,0.02,26.2,23.1,10.0,2020
R0077,9,77.3,Rice,49.9,18,4,189.5,0.84,11.0,112.7,4.32,2021
R0059,7,62.9,Rice,16.0,39,122,210.0,0.78,9.8,28.5,3.96,2019
R0126,7,157.1,Rice,42.9,1,163,334.7,0.06,7.3,251.8,21.25,2023
R0109,11,79.4,Wheat,42.0,82,53,363.9,0.36,32.4,157.6,20.2,2019
R0224,12,153.5,Maize,15.4,64,163,107.0,0.96,12.0,199.7,11.29,2024
R0278,2,108.6,Wheat,9.4,61,196,196.7,0.39,15.3,135.2,16.72,2022
R0068,8,112.4,Maize,49.1,90,38,272.4,0.53,13.4,116.7,18.97,2023
R0069,3,120.4,Wheat,18.3,53,197,232.8,0.36,17.4,82.2,18.28,2021
R0165,8,105.2,Rice,44.2,44,108,453.7,0.6,26.4,235.7,3.51,2022
R0162,3,65.1,Wheat,5.2,48,131,415.1,0.98,31.1,214.8,4.14,2018
R0042,10,96.4,Wheat,5.9,98,73,350.4,1.0,10.5,121.0,4.4,2021
R0109,7,149.6,Maize,26.0,68,64,235.2,0.77,25.6,109.9,16.75,2020
R0051,2,149.9,Maize,15.7,37,167,380.3,0.4,15.6,20.3,18.1,2018
R0250,4,92.9,Wheat,36.0,3,36,437.5,0.49,34.4,37.8,2.13,2018
R0021,11,119.0,Maize,30.5,16,66,337.9,0.36,14.0,194.5,9.25,2020
R0300,6,79.0,Maize,8.5,52,110,413.8,0.99,5.2,164.1,-1.99,2023
R0139,11,81.6,Maize,12.3,84,158,399.6,0.71,20.5,141.7,10.26,2018
R0092,9,53.5,Barley,22.5,52,124,328.7,0.45,9.5,251.7,20.21,2024
R0280,5,184.5,Maize,13.4,30,86,224.9,0.01,6.3,161.1,14.11,2021
R0125,9,81.6,Barley,40.7,21,46,398.3,0.52,25.9,127.7,10.49,2022
R0111,5,84.1,Barley,23.7,10,154,182.7,0.98,27.0,65.2,9.18,2018
R0139,10,91.9,Maize,9.2,33,178,411.8,0.52,18.8,249.8,18.76,2021
R0273,8,69.1,Wheat,26.8,14,147,421.8,0.18,25.3,181.3,3.42,2019
R0099,1,145.9,Maize,9.1,9,12,428.9,0.02,21.1,45.9,7.96,2021
R0252,7,61.3,Rice,10.8,95,190,289.2,0.35,23.9,201.7,28.85,2022
R0104,4,70.1,Wheat,15.8,52,43,177.0,0.92,22.9,139.0,11.21,2021
R0214,5,146.7,Barley,43.7,47,151,139.9,1.0,25.0,247.2,21.2,2020
R0249,6,100.9,Barley,46.6,30,124,397.3,0.95,11.0,277.3,6.16,2022
R0152,5,156.2,Wheat,42.2,36,118,454.5,0.73,13.1,188.1,6.64,2023
R0250,12,133.6,Wheat,20.0,27,130,360.3,0.56,18.2,224.9,5.29,2019
R0275,1,88.4,Maize,17.3,30,125,157.7,0.59,18.4,35.8,5.18,2020
R0165,12,147.6,Barley,29.7,69,137,474.0,0.54,28.2,176.9,19.28,2023
R0008,9,67.4,Rice,37.5,13,192,495.6,0.71,16.0,231.5,11.09,2021
R0284,2,130.5,Maize,49.7,86,48,273.4,0.42,9.9,159.1,15.05,2022
R0005,9,115.6,Wheat,10.9,15,123,337.9,0.67,12.5,186.2,9.64,2019
R0145,10,90.2,Barley,7.2,24,185,410.9,0.12,11.4,271.7,17.16,2020
R0101,2,140.6,Wheat,36.2,38,77,394.6,0.27,26.9,75.5,17.83,2023
R0164,9,180.7,Wheat,42.5,65,129,487.1,0.84,19.1,47.5,16.05,2023
R0147,6,199.8,Wheat,43.1,37,193,146.0,0.9,26.3,213.4,11.69,2019
R0064,11,141.2,Maize,35.5,40,102,332.3,0.54,17.5,250.4,13.01,2024
R0091,9,110.7,Rice,47.9,97,104,376.8,0.03,31.7,258.1,14.59,2021
R0117,6,83.8,Rice,28.0,39,119,456.0,0.93,34.5,199.7,5.43,2019
R0267,6,88.6,Barley,46.1,63,30,449.6,0.7,25.1,253.3,9.95,2023
R0173,11,121.9,Wheat,48.6,88,67,491.2,0.41,30.9,216.2,9.32,2018
R0047,2,105.1,Rice,43.1,99,36,304.8,0.6,20.2,44.5,11.44,2020
R0140,8,187.1,Wheat,18.9,15,23,432.3,0.43,33.0,233.4,6.13,2019
R0246,3,105.2,Barley,13.8,81,43,270.9,0.47,29.9,70.2,13.1,2024
R0149,7,106.0,Wheat,29.7,76,82,268.9,0.89,34.8,86.3,9.42,2023
R0246,5,107.5,Rice,25.4,58,40,201.3,0.16,23.7,130.5,6.41,2021
R0005,3,175.5,Wheat,44.5,90,178,427.3,0.1,28.4,108.1,26.36,2023
R0184,1,147.6,Rice,9.5,97,41,494.3,0.0,21.3,110.1,11.86,2021
R0020,8,142.1,Barley,16.6,10,107,202.5,0.31,12.8,67.4,9.0,2019
R0046,3,100.1,Wheat,38.8,0,39,122.5,0.15,15.6,102.3,4.36,2021
R0012,2,172.7,Rice,9.3,12,47,426.2,0.22,31.8,25.5,8.25,2022
R0070,1,55.8,Barley,19.4,29,112,348.1,0.01,6.7,152.4,11.17,2022
R0017,4,180.6,Wheat,22.4,68,83,483.9,0.23,22.7,235.2,9.64,2022
R0147,8,126.9,Barley,33.0,17,3,200.9,0.33,16.2,261.4,4.23,2024
R0154,3,109.7,Rice,12.1,77,107,128.4,0.03,16.6,249.7,21.67,2024
R0108,1,124.6,Wheat,43.7,12,59,297.0,0.61,31.5,136.6,12.67,2018
R0236,4,150.1,Wheat,25.1,31,113,134.2,0.57,30.6,224.5,24.25,2024
R0070,9,51.9,Wheat,46.3,70,166,204.7,0.1,23.0,100.6,28.54,2019
R0183,1,180.7,Barley,26.1,71,4,150.4,0.6,13.2,35.6,5.03,2023
R0250,12,117.0,Barley,17.4,49,105,189.7,1.0,19.3,209.3,7.52,2023
R0228,11,101.4,Rice,11.4,70,5,142.5,0.94,17.2,201.7,7.14,2018
R0102,2,70.7,Maize,5.2,79,13,481.6,0.0,15.6,244.5,14.61,2024
R0075,9,115.9,Wheat,28.9,30,197,211.4,0.8,8.1,192.5,14.0,2021
R0216,2,124.4,Wheat,9.8,50,125,277.6,0.35,21.3,63.9,26.13,2018
R0203,3,110.5,Rice,22.6,26,139,459.4,0.06,14.1,258.9,11.25,2021
R0192,7,151.8,Wheat,31.5,59,61,370.9,0.3,24.8,195.6,10.36,2021
R0249,3,113.1,Barley,17.4,32,26,347.2,0.32,14.6,246.1,15.99,2020
R0242,9,194.2,Barley,12.9,52,53,382.2,0.52,17.9,236.7,7.16,2023
R0179,6,139.9,Wheat,39.9,92,89,431.5,0.66,6.6,103.4,16.18,2022
R0219,3,171.1,Wheat,47.6,71,11,451.1,0.75,34.8,40.9,12.99,2024
R0082,9,66.4,Barley,9.5,32,135,357.1,0.25,20.2,69.4,15.08,2021
